sheet_code,url
4644-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=420573.3772996458,1934734.4282860283,447183.4911667274,1962479.1491657502"
4744-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=447110.3350092826,1934682.125930347,473683.0768631373,1962390.9437960947"
4744-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=473646.4611404827,1934664.6417154742,500182.2508276208,1962337.994015671"
4844-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=500182.1725443995,1934664.6417154742,526717.8856723177,1962337.8458410578"
4844-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=526681.4266114689,1934681.9740459013,553254.0171756729,1962390.6474561505"
4944-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=553181.0176661281,1934734.1245261063,579790.9839060621,1962478.7046790298"
4944-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=579681.437543192,1934821.0975605643,606329.2023152501,1962602.0249143387"
5044-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=606183.0998944326,1934942.9006537383,632869.0893551746,1962760.6187667295"
5044-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=632686.4182717856,1935099.5443100948,659411.0619779625,1962954.4999408552"
5144-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=659191.8064273766,1935291.0419340911,685955.5370359373,1963183.68484138"
5144-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=685699.6784135287,1935517.4100301883,712502.9318816267,1963448.1931729815"
5244-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=712210.4480827557,1935778.668002844,739053.6637677676,1963748.0476403486"
5244-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=738724.5297877953,1936074.8382565212,765608.1503473253,1964083.2738481832"
5344-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=765242.3379816029,1936405.946395686,792166.8094734959,1964453.900601202"
5344-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=791764.2871173595,1936772.020724813,818730.0590997187,1964859.9596041401"
5444-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=818290.7923484929,1937173.0929483837,845298.3177796841,1965301.4857617607"
5444-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=844822.2688286793,1937609.1973708943,871872.0039673435,1965778.5168788407"
5544-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=871359.1319118487,1938080.371596843,898451.5369169181,1966291.0938601824"
5544-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=897901.7976522049,1938586.6562307582,925037.3358829058,1966839.2609106225"
5644-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=924450.6821042238,1939128.094977174,951629.8208201074,1967423.0649350176"
5644-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=951006.2020226766,1939704.734440648,978229.4118836068,1968042.5562382683"
5744-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=977568.7743626264,1940316.624325756,1004836.5297288094,1968697.7880252944"
5744-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1004138.8164794425,1940963.8174371063,1031451.5957114358,1969388.8168010633"
5844-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1030716.746528814,1941646.3698793233,1058075.031287537,1970115.7019705796"
5844-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1057302.9829667604,1942364.3403570687,1084707.2590135005,1970878.5062388899"
5944-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1083897.9446496277,1943117.791175026,1111348.7014460699,1971677.2954110843"
4643-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=393890.92302565253,1907164.6354060217,420573.3772996458,1934943.5082018075"
4643-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=420465.1818397277,1907078.5975895633,447110.3350092826,1934821.5531780191"
4743-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=447038.1831288794,1907026.9466565847,473646.4611404827,1934734.4282860283"
4743-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=473610.3467441016,1907009.6783114474,500182.1725443995,1934682.125930347"
4843-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=500182.0923365252,1907009.6783114474,526753.8398574218,1934681.9740459013"
4843-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=526717.8856723177,1907026.7910584884,553326.008758207,1934734.1245261063"
4943-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=553254.0171756729,1907078.286402029,579899.0189904637,1934821.0975605643"
4943-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=579790.9839060621,1907164.1686463733,606473.2904059472,1934942.9006537383"
5043-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=606329.2023152501,1907284.4453958077,633049.2427565868,1935099.5443100948"
5043-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=632869.0893551746,1907439.1268546048,659627.2960945,1935291.0419340911"
5143-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=659411.0619779625,1907628.2264270266,686207.8706719995,1935517.4100301883"
5143-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=685955.5370359373,1907851.760517325,712791.3866416103,1935778.668002844"
5243-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=712502.9318816267,1908109.7482297427,739378.2645560681,1936074.8382565212"
5243-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=739053.6637677676,1908402.2118685117,765968.9250683407,1936405.946395686"
5343-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=765608.1503473253,1908729.176637867,792563.7891316193,1936772.020724813"
5343-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=792166.8094734959,1909090.6708420326,819163.2779993515,1937173.0929483837"
5443-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=818730.0590997187,1909486.7255852362,845767.8132252276,1937609.1973708943"
5443-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=845298.3177796841,1909917.3750717014,872377.8165632103,1938080.371596843"
5543-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=871872.0039673435,1910382.6566056556,898993.7101675291,1938586.6562307582"
5543-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=898451.5369169181,1910882.6102913425,925615.9166926965,1939128.094977174"
5643-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=925037.3358829058,1911417.2794329908,952244.8590935246,1939704.734440648"
5643-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=951629.8208201074,1911986.7102348604,978880.9608251168,1940316.624325756"
5743-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=978229.4118836068,1912590.9520012105,1005524.645742892,1940963.8174371063"
5743-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1004836.5297288094,1913230.0570363146,1032176.3383025998,1941646.3698793233"
5843-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1031451.5957114358,1913904.080744467,1058836.4632603114,1942364.3403570687"
5843-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1058075.031287537,1914613.081629975,1085505.4462724444,1943117.791175026"
5943-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1084707.2590135005,1915357.1210971721,1112183.7132957685,1943906.7874379253"
5943-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1111348.7014460699,1916136.2639504161,1138871.6910874187,1944731.397650528"
4643-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=420358.4959085395,1879423.442951126,447038.1831288794,1907164.6354060217"
4743-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=446967.0369267651,1879372.447438936,473610.3467441016,1907078.5975895633"
4743-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=473574.7341754178,1879355.39636172,500182.0923365252,1907026.9466565847"
4843-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=500182.01040559827,1879355.39636172,526789.2884685498,1907026.7910584884"
4843-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=526753.8398574218,1879372.2881236596,553396.9910156671,1907078.286402029"
4943-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=553326.008758207,1879423.1243289136,580005.5410985139,1907164.1686463733"
4943-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=579899.0189904637,1879507.9093816138,606615.3614688119,1907284.4453958077"
5043-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=606473.2904059472,1879626.6505858693,633226.8750784752,1907439.1268546048"
5043-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=633049.2427565868,1879779.3581457613,659840.5050796084,1907628.2264270266"
5143-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=659627.2960945,1879966.045365352,686456.6746245036,1907851.760517325"
5143-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=686207.8706719995,1880186.728348684,713075.8070656726,1908109.7482297427"
5243-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=712791.3866416103,1880441.4261997822,739698.3260558341,1908402.2118685117"
5243-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=739378.2645560681,1880730.1610226484,766324.6552479463,1908729.176637867"
5343-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=765968.9250683407,1881052.9576212785,792955.2188951988,1909090.6708420326"
5343-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=792563.7891316193,1881409.8440996492,819590.4410510177,1909486.7255852362"
5443-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=819163.2779993515,1881800.8513617262,846230.7465691033,1909917.3750717014"
5443-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=845767.8132252276,1882226.01321147,872876.5602034067,1910382.6566056556"
5543-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=872377.8165632103,1882685.3664528318,899528.3074081562,1910882.6102913425"
5543-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=898993.7101675291,1883178.9510897603,926186.4137378737,1911417.2794329908"
5643-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=925615.9166926965,1883706.8098261938,952851.3054473619,1911986.7102348604"
5643-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=952244.8590935246,1884268.9884660707,979523.4090917428,1912590.9520012105"
5743-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=978880.9608251168,1884865.535913343,1006203.1516264416,1913230.0570363146"
5743-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1005524.645742892,1885496.5039719513,1032890.960707214,1913904.080744467"
5843-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1032176.3383025998,1886161.9474458504,1059587.264390146,1914613.081629975"
5843-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1058836.4632603114,1886861.9243389985,1086292.49133167,1915357.1210971721"
5943-III," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1085505.4462724444,1887596.4955553673,1113007.070788581,1916136.2639504161"
5943-II," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=1112183.7132957685,1888365.7250989387,1139731.4328180267,1916950.5777940822"
4642-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=420253.32130715763,1851768.955914964,446967.0369267651,1879508.3872940633"
4742-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=446896.8977041975,1851718.6196217844,473574.7341754178,1879423.442951126"
4742-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=473539.62413586886,1851701.7870108082,500182.01040559827,1879372.447438936"
4842-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=500181.92665323796,1851701.7870108082,526824.230907507,1879372.2881236596"
4842-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=526789.2884685498,1851718.4565860725,553466.9627500415,1879423.1243289136"
4942-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=553396.9910156671,1851768.6298515704,580110.548132368,1879507.9093816138"
4942-I," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=580005.5410985139,1851852.311211262,606755.4129061807,1879626.6505858693"
5042-IV," http://110.164.49.72:8081/geoserver/WMSDOL/wms?service=WMS&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=WMSDOL:MV_SPARCEL&styles=&height=256&width=256&transparent=false&srs=EPSG%3A24047&bbox=606615.3614688119,1851969.5078690737,633401.9831233635,1879779.3581457613"
